	Epic	Year	Reporting date	Tangible assets	Intangible asssets and goodwill	Investments and other non-current assets	Total non-current assets	Inventory / Work in progress	Trade and other receivables	Cash and Equivalents	Other current assets and asset held for resale	Total of all ASSETS	Short term liabilities	Long term liabilities	Other liabilites / pension etc	Total of all LIABILITIES		Net assets	Share Capital	Minority Interests	Retained earnings	Share premium account	Other Equity	Total EQUITY	Cash from operating activities	Cashflow before financing	Increase / Decrease in Cash	Turnover	Cost of sales	Gross Profit	Operating Profit	Pre-Tax profit	Profit / Loss for the year
2	MCRO	2015	30 Apr 2015	43	3554	283	3880	0	219	241	1	4341	988	2075	0	3063		1278	40	1	-96	16	1318	1278	240	379	209	835	91	743	147	91	101
3	MCRO	2014	30 Apr 2014	22	401	43	465	0	107	33	0	605	568	53	0	621		-16	38	0	-140	15	72	-16	175	121	-5	433	30	403	156	148	122
4	MCRO	2013	30 Apr 2013	21	378	38	438	0	93	38	0	568	460	49	0	508		60	38	0	-64	16	70	60	167	129	8	414	34	380	161	153	123
0	MCS	2017	31 Aug 2017	2	69	33	104	760	10	41	0	915	160	10	0	169		746	43	1	600	102	0	746	-4	-5	-78	661	530	131	94	92	74
1	MCS	2016	31 Aug 2016	3	71	33	108	686	8	119	0	920	168	54	0	222		698	43	1	554	101	0	698	18	17	62	636	500	136	95	93	74
0	MDC	2018	31 Mar 2018	3590	1406	386	5382	90	607	261	3	6343	525	2445	0	2970		3373	74	87	5057	690	-2535	3373	345	26	-82	2870	1773	1097	-288	-479	-474
1	MDC	2017	31 Mar 2017	3703	2156	494	6353	90	591	361	27	7422	590	2668	0	3258		4164	74	78	5525	690	-2203	4164	394	176	7	2749	1696	1053	362	307	243
2	MDC	2016	31 Mar 2016	3199	1927	478	5604	75	561	305	4	6549	787	2192	0	2979		3570	74	61	5320	690	-2575	3570	320	-1229	13	2107	0	0	288	245	190
3	MDC	2014	31 Dec 2014	59	33	3	95	20	115	83	14	328	74	16	0	90		238	18	5	215	694	-693	238	79	1	-25	0	0	0	0	0	0
4	MDC	2013	31 Dec 2013	27	21	0	49	16	86	108	1	260	66	14	0	80		180	18	1	160	694	-693	180	86	70	52	365	211	155	74	62	62
0	MERL	2017	31 Dec 2017	2092	1018	103	3213	37	100	309	5	3664	359	1738	0	2097		1567	0	4	0	0	1563	1567	413	70	90	1594	255	1339	323	271	209
1	MERL	2016	31 Dec 2016	1841	1017	100	2958	36	86	215	3	3298	352	1518	0	1870		1428	0	4	0	0	1424	1428	433	146	40	1457	227	1230	320	277	211
2	MERL	2015	26 Dec 2015	1495	923	57	2475	30	76	152	2	2735	266	1320	0	1586		1149	0	4	0	0	1145	1149	325	106	-137	1278	193	1085	291	237	170
3	MERL	2014	27 Dec 2014	1410	942	62	2414	26	60	285	1	2786	274	1449	0	1723		1063	0	4	0	0	1059	1063	357	164	16	1249	181	1068	311	226	162
4	MERL	2013	28 Dec 2013	1321	961	62	2344	24	64	264	6	2702	270	1488	0	1758		944	0	4	0	0	940	944	365	208	125	1192	170	1022	260	172	145
0	MGAM	2017	31 Dec 2017	298	217	21	536	142	192	50	9	930	265	431	0	695		234	72	39	-28	112	39	234	59	95	-61	1022	0	0	158	136	114
1	MGAM	2016	31 Dec 2016	304	240	17	561	148	206	122	2	1039	387	488	0	875		165	72	44	-110	112	47	165	84	37	64	989	0	0	107	88	59
2	MGAM	2015	31 Dec 2015	257	230	15	502	129	174	50	2	857	204	467	0	671		186	72	37	-70	112	36	186	87	30	-13	912	0	0	83	59	38
3	MGAM	2014	31 Dec 2014	241	235	50	526	127	194	63	11	920	251	482	0	732		188	72	37	-71	112	39	188	70	19	-13	922	0	0	54	32	12
4	MGAM	2013	31 Dec 2013	241	250	36	527	119	188	76	2	912	252	386	0	638		274	72	36	17	112	38	274	70	41	1	958	0	0	90	64	45
0	MGGT	2017	31 Dec 2017	323	3434	93	3849	404	437	119	18	4827	646	1624	0	2270		2556	39	0	893	1222	403	2556	377	246	-51	2027	1234	793	304	262	350
1	MGGT	2016	31 Dec 2016	337	3780	111	4228	469	435	174	9	5314	760	2097	0	2857		2456	39	0	631	1220	567	2456	322	191	5	1992	1217	775	234	196	171
2	MGGT	2015	31 Dec 2015	290	3231	85	3606	415	354	145	14	4534	492	1864	0	2356		2179	39	0	662	1219	259	2179	375	-164	38	1647	997	650	237	210	182
3	MGGT	2014	31 Dec 2014	251	2799	124	3174	327	332	106	4	3943	509	1294	0	1803		2141	40	0	708	1219	174	2141	312	118	-13	1554	936	618	236	209	177
4	MGGT	2013	31 Dec 2013	246	2646	135	3026	299	329	116	14	3784	424	1283	0	1707		2076	40	0	773	1166	97	2076	282	136	13	1637	981	656	300	269	232
0	MKS	2018	31 Mar 2018	4394	599	1239	6232	781	308	208	21	7550	1826	2770	0	4596		2954	406	-3	6531	416	-4397	2954	850	534	-232	10698	0	0	157	67	29
1	MKS	2017	01 Apr 2017	4838	709	1022	6569	759	319	469	178	8293	2368	2774	0	5142		3150	406	-6	6648	416	-4314	3150	1068	696	205	10622	0	0	253	176	116
2	MKS	2016	02 Apr 2016	5027	803	1185	7015	800	321	248	93	8476	2105	2928	0	5033		3443	406	-2	6928	411	-4299	3443	1212	636	5	10555	0	0	763	489	404
3	MKS	2015	28 Mar 2015	5031	858	852	6741	798	322	206	130	8196	2112	2886	0	4997		3199	412	-1	6671	392	-4275	3199	1278	629	14	10311	0	0	701	600	482
4	MKS	2014	29 Mar 2014	5140	808	586	6535	846	310	182	31	7903	2349	2847	0	5196		2707	408	-1	6325	356	-4381	2707	1130	515	17	10310	0	0	695	580	506
0	MLC	2017	31 Dec 2017	3129	0	1004	4133	4	88	354	136	4715	446	1020	0	1466		3249	97	573	1309	843	427	3249	180	0	25	1008	431	577	145	147	159
1	MLC	2016	31 Dec 2016	3238	0	961	4199	5	95	337	95	4731	343	1218	0	1561		3170	97	502	1195	843	533	3170	170	74	50	926	395	531	107	108	98
2	MLC	2015	31 Dec 2015	2764	0	855	3619	4	76	238	83	4020	400	908	0	1308		2712	97	436	1144	843	192	2712	177	36	-138	847	350	497	112	109	97
3	MLC	2014	31 Dec 2014	2753	0	817	3570	4	104	392	74	4144	637	772	0	1409		2735	97	472	1117	843	206	2735	281	-189	31	826	333	493	195	188	151
4	MLC	2013	31 Dec 2013	2021	0	656	2677	4	179	424	72	3355	315	572	0	887		2469	97	179	1160	843	189	2469	106	98	-49	1038	450	587	230	264	235
0	MNDI	2017	31 Dec 2017	3962	809	383	5154	867	1106	38	44	7209	1525	1645	0	3170		4039	542	325	3172	0	0	4039	0	0	0	7096	3981	3115	957	887	714
1	MNDI	2016	31 Dec 2016	3788	801	377	4966	850	1049	404	41	7310	1918	1696	0	3614		3696	542	304	0	2850	0	3696	1229	564	345	6662	3748	2914	943	843	686
2	MNDI	2015	31 Dec 2015	3554	695	277	4526	838	994	64	47	6469	1453	1829	0	3282		3187	542	282	2363	0	0	3187	1119	486	32	6819	3925	2894	900	796	645
3	MNDI	2014	31 Dec 2014	3432	658	277	4367	843	966	56	116	6348	1323	2131	0	3454		2894	542	266	0	0	2086	2894	929	286	-54	6402	3813	2589	728	619	497
4	MNDI	2013	31 Dec 2013	3428	675	271	4374	746	954	130	36	6240	1296	2098	0	3394		2846	542	255	2049	0	0	2846	911	498	87	6476	3914	2562	605	499	414
0	MNKS	2017	30 Apr 2017	0	0	1507	1507	0	8	15	0	1530	76	40	0	116		1414	11	0	49	11	1344	1414	5	-16	-3	0	0	0	0	657	0
0	MONY	2017	31 Dec 2017	9	145	0	154	0	37	35	6	232	53	10	0	62		170	0	0	-89	203	55	170	106	88	-10	330	85	245	95	96	78
1	MONY	2016	31 Dec 2016	7	158	1	166	0	36	45	4	250	55	8	0	63		186	0	0	-71	203	55	186	106	84	28	316	80	237	91	91	74
2	MONY	2015	31 Dec 2015	9	164	0	173	0	28	17	4	222	48	8	0	56		166	0	0	-92	202	55	166	97	54	-26	282	56	225	80	80	63
3	MONY	2014	31 Dec 2014	9	167	0	176	0	28	43	3	250	64	38	0	102		148	0	0	-113	202	59	148	84	77	4	248	52	196	64	66	53
4	MONY	2013	31 Dec 2013	11	174	1	187	0	24	39	0	250	36	80	0	116		134	0	0	-127	202	59	134	73	65	20	226	50	175	45	43	35
0	MRC	2018	31 Jan 2018	0	0	2091	2091	0	14	107	0	2211	14	178	0	191		2020	24	0	62	23	1910	2020	38	112	-32	0	0	0	0	2466	0
1	MRC	2017	31 Jan 2017	0	0	1787	1787	0	11	38	100	1936	14	178	0	192		1744	24	0	50	23	1647	1744	37	59	-125	0	0	0	0	2005	0
0	MRO	2017	31 Dec 2017	219	2238	56	2512	275	332	16	10	3146	467	794	0	1261		1885	133	0	2538	1493	-2279	1885	32	-15	-23	2092	1439	653	-7	-28	-24
1	MRO	2016	31 Dec 2016	272	2667	60	2999	297	366	42	4	3708	579	965	0	1545		2163	129	0	2686	1493	-2145	2163	51	-1085	-2413	889	626	263	-62	-69	-39
2	MRO	2015	31 Dec 2015	113	273	27	413	56	68	2451	1	2989	88	55	0	143		2845	10	0	2702	0	133	2845	31	3247	2371	261	179	82	5	-31	1408
3	MRO	2014	31 Dec 2014	200	2405	85	2690	167	258	71	4	3188	452	1163	0	1615		1574	1	3	1268	0	302	1574	117	327	-129	1378	875	503	162	129	195
4	MRO	2013	31 Dec 2013	241	2612	91	2945	235	293	200	5	3677	524	965	0	1489		2188	1	2	1775	0	409	2188	136	973	41	1733	1126	607	220	171	565
0	MRW	2018	04 Feb 2018	7243	428	714	8385	686	250	327	19	9667	3081	2041	0	5122		4545	236	0	1533	159	2617	4545	744	364	1	17262	16629	633	458	380	311
1	MRW	2017	29 Jan 2017	7227	445	398	8070	614	214	326	22	9246	2864	2319	0	5183		4063	234	0	1084	128	2617	4063	978	696	-161	16317	15713	604	468	325	305
2	MRW	2016	31 Jan 2016	7161	483	347	7991	616	192	488	12	9299	2747	2796	0	5543		3756	234	0	778	127	2617	3756	886	853	247	16122	15505	617	314	217	222
3	MRW	2015	01 Feb 2015	7252	520	171	7943	658	239	241	90	9171	2273	3304	0	5577		3594	234	0	616	127	2617	3594	874	808	-18	16816	16055	761	-696	-792	-761
4	MRW	2014	02 Feb 2014	8625	458	216	9299	852	316	261	1	10729	2873	3164	0	6037		4692	234	0	1714	127	2617	4692	715	-330	-5	17680	16606	1074	-95	-176	-238
0	MSLH	2017	31 Dec 2017	169	73	7	249	78	68	20	0	415	107	71	0	178		238	50	1	303	23	-140	238	57	-1	-1	430	0	0	53	52	42
1	MSLH	2016	31 Dec 2016	150	40	3	193	69	49	21	1	333	87	29	0	116		217	50	1	284	23	-141	217	49	39	-5	397	0	0	48	46	38
2	MSLH	2015	31 Dec 2015	147	40	5	193	65	45	25	2	330	87	50	0	137		193	50	1	264	23	-145	193	50	36	5	386	0	0	37	35	28
3	MSLH	2014	31 Dec 2014	150	41	6	196	67	32	20	0	316	68	66	0	134		182	50	1	255	23	-147	182	29	20	3	359	0	0	25	22	18
4	MSLH	2013	31 Dec 2013	155	41	2	198	71	32	18	0	319	74	69	0	143		175	50	3	247	23	-147	175	27	38	7	307	0	0	16	13	13
0	MTRO	2017	31 Dec 2017	328	148	133	609	0	9721	2112	3915	16355	0	0	15259	15259		1096	0	0	-219	1304	12	1096	2294	1436	1712	294	0	0	27	19	11
1	MTRO	2016	31 Dec 2016	247	93	126	465	0	5931	435	3227	10057	0	0	9253	9253		805	0	0	-230	1028	7	805	1169	-180	218	195	0	0	-17	-17	-17
0	MYI	2017	31 Dec 2017	0	0	1760	1760	0	23	4	0	1787	63	125	0	188		1599	32	0	75	351	1141	1599	61	59	0	0	0	0	0	1251	0
1	MYI	2016	31 Dec 2016	0	0	1619	1619	0	13	4	0	1636	63	125	0	188		1448	32	0	71	350	995	1448	58	78	-1	0	0	0	0	1136	0
0	NEX	2017	31 Dec 2017	968	1633	138	2739	25	356	314	17	3452	927	1358	0	2285		1166	26	21	411	533	176	1166	296	123	-9	2321	0	0	198	156	134
1	NEX	2016	31 Dec 2016	984	1549	164	2696	25	303	318	93	3435	1195	1115	0	2309		1126	26	19	362	533	187	1126	317	119	258	2104	0	0	185	136	120
2	NEX	2015	31 Dec 2015	801	1241	114	2156	23	242	60	4	2485	697	956	0	1653		831	26	15	346	533	-88	831	253	79	84	1920	0	0	168	124	109
3	NEX	2014	31 Dec 2014	730	1177	111	2018	22	200	84	3	2326	566	924	0	1490		836	26	13	299	533	-34	836	232	183	44	1867	0	0	114	67	61
4	NEX	2013	31 Dec 2013	751	1224	48	2023	21	170	41	21	2277	481	898	0	1379		897	26	11	282	533	46	897	280	194	-32	1891	0	0	118	64	58
0	NG.	2018	31 Mar 2018	39853	6343	5910	52106	341	2798	329	3213	58787	8697	31242	0	39939		18848	452	16	21599	1321	-4540	18848	4503	6740	-807	15250	0	0	3493	2708	3551
1	NG.	2017	31 Mar 2017	39825	7019	5422	52266	403	2782	1139	9250	65840	10511	34945	0	45456		20384	449	16	22582	1324	-3987	20384	5229	915	984	15035	0	0	3208	2807	7794
2	NG.	2016	31 Mar 2016	43364	6202	3056	52622	437	2472	127	3276	58934	7721	37648	0	45369		13565	447	10	16305	1326	-4523	13565	5368	1332	4	15115	0	0	4085	3032	2594
3	NG.	2015	31 Mar 2015	40723	5947	2388	49058	340	2836	119	2736	55089	7374	35741	0	43115		11974	443	12	14870	1331	-4682	11974	5007	3006	-247	15201	0	0	3780	2876	2011
4	NG.	2014	31 Mar 2014	37179	5263	2453	44895	268	2855	354	4012	52384	7331	33134	0	40465		11919	439	8	14895	1336	-4759	11919	4019	2689	-283	14809	0	0	3735	2748	2464
0	NMC	2017	31 Dec 2017	607	1157	47	1811	181	519	202	226	2939	704	1091	0	1794		1145	32	55	603	493	-38	1145	278	-444	-227	1603	968	635	274	210	209
1	NMC	2016	31 Dec 2016	459	653	57	1169	144	374	480	149	2317	660	708	0	1368		949	32	42	436	492	-53	949	176	-194	349	1221	753	468	184	152	151
2	NMC	2015	31 Dec 2015	434	413	3	850	135	282	119	68	1454	402	552	0	954		500	30	12	318	179	-39	500	84	-340	-52	881	576	305	111	85	86
3	NMC	2014	31 Dec 2014	368	4	0	373	110	197	80	192	951	371	127	0	498		453	30	4	250	179	-10	453	86	59	57	644	435	209	88	78	78
4	NMC	2013	31 Dec 2013	274	1	0	275	94	178	75	193	815	254	172	0	426		389	30	3	188	179	-10	389	85	-108	-3	551	365	186	93	69	69
0	NRR	2018	31 Mar 2018	1	0	1239	1240	0	34	116	0	1390	41	457	0	498		892	3	0	668	223	-2	892	42	-17	70	106	19	87	63	47	46
1	NRR	2017	31 Mar 2017	0	0	1068	1069	0	5	46	0	1120	130	305	0	435		685	2	0	683	2	-2	685	60	-111	-68	96	16	80	56	37	36
2	NRR	2016	31 Mar 2016	1	0	909	910	0	8	114	0	1033	26	317	0	343		690	118	0	555	0	17	690	46	-209	99	61	6	55	82	70	69
3	NRR	2015	31 Mar 2015	1	0	517	518	0	6	15	0	539	16	183	0	200		340	0	0	58	0	281	340	8	-143	90	28	4	24	47	40	40
4	NRR	2014	31 Mar 2014	0	0	289	289	0	4	90	0	383	10	132	0	143		240	0	0	26	0	214	240	-0	-47	82	15	0	0	28	23	23
0	NXG	2018	31 Mar 2018	36	1093	107	1236	0	162	270	52	1720	686	129	0	815		905	66	25	658	0	156	905	90	86	-26	591	0	0	147	125	113
1	NXG	2017	31 Mar 2017	36	1153	107	1296	0	174	321	104	1895	308	608	0	916		979	66	27	580	0	306	979	309	106	-179	543	0	0	151	120	1311
2	NXG	2016	31 Mar 2016	30	914	89	1033	0	59461	157	21419	82070	80438	614	0	81052		1018	66	41	276	454	181	1018	147	64	-31	460	0	0	55	27	68
3	NXG	2015	31 Mar 2015	40	1038	109	1187	0	24411	481	64	26143	24604	521	0	25125		1018	66	46	330	454	122	1018	199	147	-253	1276	0	0	118	95	84
4	NXG	2014	31 Mar 2014	44	1031	102	1177	0	22937	703	39	24856	23237	636	0	23873		983	66	42	379	454	42	983	141	79	160	1397	0	0	140	122	100
0	NXT	2018	31 Jan 2018	560	43	161	764	490	1248	54	6	2562	915	1164	0	2079		483	15	0	2167	1	-1700	483	615	503	-5	4056	2699	1356	760	726	592
1	NXT	2017	31 Jan 2017	579	43	122	744	451	1126	50	34	2405	725	1169	0	1894		511	15	0	2117	1	-1622	511	700	545	-39	4097	2711	1387	828	790	635
2	NXT	2016	31 Jan 2016	536	44	108	688	487	1051	66	39	2330	1171	848	0	2018		312	15	0	1909	1	-1613	312	608	469	-220	4177	2724	1453	867	836	667
3	NXT	2015	31 Jan 2015	503	44	119	666	417	844	276	79	2282	887	1074	0	1960		322	15	-0	1886	1	-1580	322	743	637	1	4000	2656	1343	812	795	635
4	NXT	2014	31 Jan 2014	509	44	123	677	386	808	273	1	2145	835	1024	0	1858		286	16	-0	1907	1	-1637	286	615	512	140	3740	2500	1240	723	695	553
0	OCDO	2017	03 Dec 2017	454	112	68	634	43	67	150	0	895	257	367	0	624		271	13	0	163	258	-164	271	107	-55	99	1464	960	504	15	1	1
1	OCDO	2016	27 Nov 2016	397	80	74	551	39	59	51	0	701	291	147	0	438		262	13	0	157	257	-164	262	97	-18	5	1271	836	435	22	12	12
2	OCDO	2015	29 Nov 2015	327	53	75	455	30	61	46	0	592	196	154	0	350		242	13	0	139	259	-168	242	83	-8	-31	1108	733	375	21	12	12
3	OCDO	2014	30 Nov 2014	275	38	78	391	28	43	76	0	538	168	152	0	320		218	13	0	119	255	-168	218	74	-4	-34	949	636	313	16	7	7
4	OCDO	2013	01 Dec 2013	224	27	67	319	24	45	111	0	498	159	137	0	296		202	12	0	107	252	-169	202	60	-17	21	792	545	248	-3	-13	-13
0	OML	2017	31 Dec 2017	482	397	2518	3397	0	1304	1836	175295	181832	0	0	170885	170885		10947	2442	2819	0	0	5686	10947	770	566	-654	10356	0	0	617	617	1258
1	OML	2016	31 Dec 2016	892	2471	7317	10680	0	2416	4847	153625	171568	0	0	160400	160400		11168	2773	341	0	0	8054	11168	4784	163	-155	18696	0	0	1216	1216	845
2	OML	2015	31 Dec 2015	700	3276	6192	10168	0	2007	4520	116853	133548	0	0	124614	124614		8934	1982	2254	0	0	4698	8934	5690	-67	216	13695	0	0	1368	1319	924
3	OML	2014	31 Dec 2014	765	2763	94031	97559	0	2362	4944	37651	142516	0	0	132971	132971		9545	0	2139	0	0	7406	9545	3759	403	351	15478	0	0	1340	1364	852
4	OML	2013	31 Dec 2013	722	2835	6127	9684	0	35969	4869	89809	140331	0	0	131294	131294		9037	0	1767	0	0	7270	9037	2944	957	474	19810	0	0	1532	1532	983
0	OSB	2017	31 Dec 2017	22	7	10	38	0	8493	1	57	8589	0	0	8010	8010		579	2	0	338	158	81	579	-513	-487	681	238	0	0	168	168	127
1	OSB	2016	31 Dec 2016	13	5	15	33	0	6357	0	190	6581	0	0	6163	6163		418	2	0	241	158	17	418	-315	9	63	201	0	0	163	163	120
2	OSB	2015	31 Dec 2015	10	3	15	28	0	5489	0	453	5970	0	0	5651	5651		319	2	0	144	158	15	319	-81	-325	-413	163	0	0	107	105	84
3	OSB	2014	31 Dec 2014	3	2	16	21	0	4687	0	228	4937	0	0	4687	4687		250	2	0	75	158	14	250	296	499	498	119	0	0	83	64	52
0	OTB	2017	30 Sep 2017	1	73	0	74	0	57	72	0	202	99	6	0	105		97	1	0	227	0	-132	97	20	11	7	84	0	0	21	21	18
1	OTB	2016	30 Sep 2016	1	65	0	65	0	30	52	2	149	60	7	0	67		82	1	0	212	0	-132	82	18	15	15	71	0	0	17	17	14
2	OTB	2015	30 Sep 2015	1	68	0	69	0	30	35	1	134	58	9	0	66		68	196	0	-10	14	-132	68	18	16	0	63	0	0	8	-2	-4
0	PAG	2017	30 Sep 2017	46	104	12022	12173	0	13	1497	0	13682	0	0	12673	12673		1009	282	0	0	0	728	1009	1475	1478	260	253	0	0	145	145	117
1	PAG	2016	30 Sep 2016	39	105	12116	12261	0	13	1238	7	13518	1201	11348	0	12549		970	260	0	0	0	710	970	865	587	181	244	0	0	144	143	116
2	PAG	2015	30 Sep 2015	22	8	10746	10776	0	6	1056	41	11879	395	10514	0	10909		970	309	0	0	0	660	970	-26	-30	208	212	0	0	135	134	107
3	PAG	2014	30 Sep 2014	23	8	9970	10000	0	7	849	39	10895	106	9842	0	9948		947	307	0	0	0	640	947	-270	-335	262	198	0	0	122	123	97
4	PAG	2013	30 Sep 2013	10	9	9715	9733	0	8	587	0	10328	45	9410	0	9455		873	306	0	0	0	567	873	-32	-34	82	178	0	0	104	105	85
0	PAGE	2017	31 Dec 2017	30	34	25	89	0	299	96	16	500	210	20	0	230		270	3	0	202	93	-28	270	86	70	3	1372	660	712	118	118	83
1	PAGE	2016	31 Dec 2016	24	38	29	92	0	259	93	13	456	199	10	0	210		247	3	0	192	90	-39	247	89	66	-6	1196	575	621	101	100	72
2	PAGE	2015	31 Dec 2015	21	36	17	74	0	215	95	9	393	165	7	0	171		222	3	0	178	90	-50	222	83	69	6	1065	509	556	90	91	66
3	PAGE	2014	31 Dec 2014	22	39	13	74	0	203	90	7	374	151	7	0	158		216	3	0	193	75	-55	216	72	60	6	1065	514	551	80	80	59
4	PAGE	2013	31 Dec 2013	25	42	13	81	0	186	87	7	361	147	6	0	153		208	3	0	162	72	-29	208	54	42	24	1006	492	514	66	64	43
0	PCT	2017	30 Apr 2017	0	0	1220	1220	0	21	64	1	1305	53	0	0	53		1253	33	0	-82	143	1158	1253	-18	-19	-17	0	0	0	0	945	0
0	PETS	2018	29 Mar 2018	130	993	20	1143	61	75	60	1	1339	187	246	0	433		906	5	0	1161	0	-260	906	108	65	3	899	434	465	84	80	63
1	PETS	2017	30 Mar 2017	129	990	17	1136	56	70	56	2	1320	179	259	0	438		883	5	0	1136	0	-258	883	111	53	16	834	382	452	100	95	75
2	PETS	2016	31 Mar 2016	115	974	10	1098	52	59	40	2	1252	162	247	0	408		843	5	0	1098	0	-259	843	111	67	-93	793	361	432	101	92	73
3	PETS	2015	26 Mar 2015	103	956	8	1067	48	52	133	2	1301	151	354	0	504		797	5	0	1050	0	-258	797	92	60	42	729	334	395	97	87	72
4	PETS	2014	27 Mar 2014	94	955	7	1055	46	42	91	0	1235	151	353	0	504		731	5	0	-96	1080	-259	731	125	95	59	665	307	358	79	23	14
0	PFC	2017	31 Dec 2017	1092	152	728	1972	2231	2020	967	373	7563	4982	1633	0	6615		948	7	36	882	4	19	948	422	281	-191	6395	5628	767	104	45	-27
1	PFC	2016	31 Dec 2016	1418	168	446	2032	2193	2162	1167	687	8241	5029	2089	0	7118		1123	7	26	1107	4	-21	1123	651	395	34	7873	7134	739	186	100	14
2	PFC	2015	31 Dec 2015	1775	187	1083	3045	1807	2124	1104	467	8547	4914	2401	0	7315		1232	7	2	1335	4	-116	1232	669	351	131	6844	6429	415	-252	-335	-344
3	PFC	2014	31 Dec 2014	1698	301	1089	3088	1618	2783	986	455	8930	4169	2890	0	7059		1871	7	10	1909	4	-59	1871	648	120	394	6241	5242	999	221	171	140
4	PFC	2013	31 Dec 2013	1191	485	788	2464	1489	2360	617	327	7257	3619	1646	0	5265		1992	7	3	2014	4	-36	1992	-86	-679	59	6329	5165	1164	771	789	647
0	PFG	2017	31 Dec 2017	31	151	431	612	0	44	283	2027	2966	623	1808	0	2431		535	31	0	218	273	13	535	-57	-124	61	1196	0	0	-123	-123	-134
1	PFG	2016	31 Dec 2016	30	149	380	560	0	36	224	2007	2827	491	1546	0	2037		790	31	0	463	273	24	790	12	1	79	1183	0	0	344	344	263
2	PFG	2015	31 Dec 2015	30	156	280	466	0	32	153	1816	2468	402	1358	0	1761		708	31	0	371	271	36	708	82	56	-1	1113	0	0	354	274	218
3	PFG	2014	31 Dec 2014	27	156	212	395	0	25	146	1694	2259	270	1376	0	1646		613	30	0	295	268	19	613	104	-34	26	1076	0	0	302	225	176
4	PFG	2013	31 Dec 2013	23	8	112	143	0	16	119	1532	1810	223	1170	0	1393		417	29	0	220	151	17	417	74	65	40	1078	0	0	257	182	141
0	PHNX	2016	31 Dec 2016	25	1678	81487	83190	0	874	1666	269	85999	0	0	82666	82666		3333	0	0	1597	1643	93	3333	-1897	-3126	852	7445	0	0	52	-70	-100
1	PHNX	2015	31 Dec 2015	19	1523	52008	53550	0	809	3940	6215	64514	0	0	61510	61510		3004	0	570	1478	861	95	3004	-686	-686	-1127	692	0	0	288	152	185
2	PHNX	2014	31 Dec 2014	15	1692	59153	60860	0	1155	5067	1721	68803	0	0	65525	65525		3278	0	913	1291	979	95	3278	-3770	-3438	-4227	5330	0	0	621	465	406
3	PHNX	2013	31 Dec 2013	23	2007	1603	3633	0	1199	9224	60017	74073	0	0	71386	71386		2687	0	778	732	1097	80	2687	999	999	196	4247	0	0	420	190	207
4	PHNX	2012	31 Dec 2012	24	2125	1864	4013	0	3778	9028	69275	86094	0	0	83712	83712		2382	0	724	596	982	80	2382	-2361	-2361	-2695	1187	0	0	538	323	409
0	PHP	2017	31 Dec 2017	0	0	1362	1362	0	6	4	0	1372	34	752	0	786		587	78	0	296	81	133	587	60	-15	-2	73	1	71	127	92	92
1	PHP	2016	31 Dec 2016	1220	0	0	1220	0	3	5	0	1229	32	697	0	729		499	75	0	204	59	162	499	57	-40	2	67	1	67	80	44	44
2	PHP	2015	31 Dec 2015	1101	0	0	1101	0	4	3	0	1108	35	727	0	762		345	56	0	160	57	72	345	57	29	-9	63	1	62	95	56	56
3	PHP	2014	31 Dec 2014	1026	0	0	1026	0	6	12	0	1044	33	702	0	735		309	56	0	104	56	93	309	49	-5	3	60	1	59	79	37	37
4	PHP	2013	31 Dec 2013	942	0	0	942	0	5	9	0	956	38	616	0	654		302	55	0	69	56	123	302	37	-18	-16	42	0	0	36	20	20
0	PIN	2017	31 May 2017	0	0	1224	1224	0	2	167	0	1393	6	0	0	6		1388	22	0	-63	284	1144	1388	-1	51	49	0	0	0	0	2190	0
0	PLI	2018	31 Mar 2018	0	0	1048	1048	0	8	0	0	1057	73	60	0	133		924	24	0	32	265	603	924	0	0	0	54	0	0	0	384	0
1	PLI	2017	31 Mar 2017	0	0	1165	1165	0	8	0	0	1173	100	59	0	160		1013	24	0	31	265	692	1013	0	0	0	0	0	0	0	421	0
2	PLI	2016	31 Mar 2016	0	0	1118	1118	0	4	0	0	1121	102	59	0	161		960	24	0	33	265	638	960	0	0	0	0	0	0	0	399	0
0	PLP	2017	31 Dec 2017	99	357	0	455	54	35	36	24	603	109	192	0	301		302	0	0	306	0	-5	302	68	45	9	412	239	173	63	56	34
1	PLP	2016	31 Dec 2016	101	372	0	473	52	40	27	1	592	105	200	0	305		287	0	0	294	0	-7	287	76	58	5	437	257	180	62	54	44
2	PLP	2015	31 Dec 2015	98	378	0	477	48	31	22	0	576	87	228	0	315		261	0	0	266	0	-5	261	67	-101	-22	353	210	143	49	42	34
3	PLP	2014	31 Dec 2014	89	235	0	324	40	21	43	0	428	70	121	0	190		238	0	0	242	0	-4	238	47	32	-23	327	202	125	34	17	14
0	PNL	2017	30 Apr 2017	0	0	733	733	0	5	35	11	784	3	0	0	3		782	25	0	1	488	267	782	4	-78	-3	0	0	0	0	39870	0
0	PNN	2018	31 Mar 2018	4311	458	357	5125	25	416	585	13	6164	626	3899	0	4525		1639	171	298	807	219	144	1639	352	53	29	1396	0	0	327	263	222
1	PNN	2017	31 Mar 2017	4103	452	382	4937	21	341	598	14	5911	520	3882	0	4402		1509	168	295	684	217	144	1509	319	-12	-31	1353	0	0	294	211	181
2	PNN	2016	31 Mar 2016	3897	449	331	4677	21	324	632	10	5663	437	3738	0	4175		1488	168	295	668	213	144	1488	247	-72	-169	1352	0	0	252	206	168
